date,building_number,month,year,container_type,service_type,bill_description,description,bill_desc_original,desc_original,container_quantity,volume_per_container,weekly_pickups,volume_collected_per_week,total_volume_per_week,waste_stream,share_of_commingled_volume,total_commingled_waste,waste_this_month,data_version
4/1/18,5576,April,2018,8FL,FL,University Hall,University Hall,UVA UNIVERSITY HALL           ,University Hall,1,8,3,24,4033,Athletics,0.6,290.37,1.73,032820-00
4/1/18,2410,April,2018,8FL,FL,University Gardens,University Gardens,UVA UNIVERSITY GARDEN         ,University Gardens,1,8,2,16,4033,Housing,0.4,290.37,1.15,032820-00
4/1/18,2566,April,2018,8FL,FL,Faulkner Dorms,Faulkner Dorms,UVA FAULKNER DORMS            ,Faulkner Dorms,1,8,6,48,4033,Housing,1.19,290.37,3.46,032820-00
4/1/18,267,April,2018,4FL,FL,Wilsdorf,Wilsdorf,UVA WILSDORF                  ,Wilsdorf,1,4,6,24,4033,On-Grounds,0.6,290.37,1.73,032820-00
4/1/18,2829,April,2018,8FL,FL,Copeley III 829,Copeley Apartments,UVA COPELEY III 829           ,Copeley Apartments,1,8,2,16,4033,Housing,0.4,290.37,1.15,032820-00
4/1/18,2833,April,2018,8FL,FL,Copeley III 833,Copeley Apartments,UVA COPELEY III 833           ,Copeley Apartments,1,8,3,24,4033,Housing,0.6,290.37,1.73,032820-00
4/1/18,2839,April,2018,8FL,FL,Copeley III 839,Copeley Apartments,UVA COPELEY III 839           ,Copeley Apartments,1,8,2,16,4033,Housing,0.4,290.37,1.15,032820-00
4/1/18,2827,April,2018,8FL,FL,Copeley II 422 Farrish,Copeley Apartments,UVA COPELEY II 422 FARRISH    ,Copeley Apartments,1,8,1,8,4033,Housing,0.2,290.37,0.58,032820-00
4/1/18,2822,April,2018,8FL,FL,Copeley II 488 Farrish,Copeley Apartments,UVA COPELEY II 488 FARRISH    ,Copeley Apartments,1,8,1,8,4033,Housing,0.2,290.37,0.58,032820-00
4/1/18,2806,April,2018,8FL,FL,Copeley I 448 Seymour,Copeley Apartments,UVA COPELEY I 448 SEYMOUR     ,Copeley Apartments,1,8,1,8,4033,Housing,0.2,290.37,0.58,032820-00
4/1/18,2132,April,2018,8FL,FL,Casa Bolivar Spanish,Casa Bolivar Spanish,UVA CASA BOLIVAR SPANISH      ,Casa Bolivar Spanish,1,8,6,48,4033,Housing,1.19,290.37,3.46,032820-00
4/1/18,2146,April,2018,8FL,FL,Bice House,Bice,UVA BICE HOUSE                ,Bice,1,8,5,40,4033,Housing,0.99,290.37,2.88,032820-00
4/1/18,5617,April,2018,8FL,FL,Birdwood Maintenance,Birdwood Golf Course,UVA BIRDWOOD MAINTENANCE      ,Birdwood Golf Course,1,8,2,16,4033,Maintenance,0.4,290.37,1.15,032820-00
4/1/18,82,April,2018,10F,FL,Alderman Library,Alderman Library,UVA ALDERMAN LIBRARY          ,Alderman Library,1,10,6,60,4033,On-Grounds,1.49,290.37,4.32,032820-00
4/1/18,2382,April,2018,8FL,FL,Gooch 382,Gooch Dillard Dorms,UVA GOOCH 382                 ,Gooch Dillard Dorms,1,8,6,48,4033,Housing,1.19,290.37,3.46,032820-00
4/1/18,105,April,2018,4FL,FL,McLeod Hall,McLeod Hall,UVA MCLEOD HALL               ,McLeod Hall,1,4,6,24,4033,Clinical MSW,0.6,290.37,1.73,032820-00
4/1/18,1693,April,2018,6FL,FL,Sieg Warehouse,Sieg Warehouse,UVA SIEG WAREHOUSE            ,Sieg Warehouse,1,6,1,6,4033,Off-Grounds,0.15,290.37,0.43,032820-00
4/1/18,261,April,2018,6FL,FL,Shelbourne Hall,Shelbourne Hall,UVA SHELBOURNE HALL           ,Shelbourne Hall,1,6,3,18,4033,On-Grounds,0.45,290.37,1.3,032820-00
4/1/18,7147,April,2018,6FL,FL,Telephone Exchange,Telephone Exchange,UVA TELEPHONE EXCHANGE        ,Telephone Exchange,1,6,2,12,4033,On-Grounds,0.3,290.37,0.86,032820-00
4/1/18,527,April,2018,6FL,FL,Law/Withers-Brown,Withers-Brown,UVA LAW/WITHERS-BROWN         ,Withers-Brown,1,6,5,30,4033,Law School,0.74,290.37,2.16,032820-00
4/1/18,204,April,2018,4FL,FL,Thornton Hall Cont 2,Thornton Hall,UVA THORNTON HALL CONT 2      ,Thornton Hall,1,4,4,16,4033,On-Grounds,0.4,290.37,1.15,032820-00
4/1/18,270,April,2018,4FL,FL,Material Science,Material Science,UVA MATERIAL SCIENCE          ,Material Science,1,4,2,8,4033,On-Grounds,0.2,290.37,0.58,032820-00
4/1/18,2352,April,2018,4FL,FL,Mimosa Dr 118,Mimosa Drive,UVA MIMOSA DR 118             ,Mimosa Drive,1,4,3,12,4033,Housing,0.3,290.37,0.86,032820-00
4/1/18,83,April,2018,4FL,FL,Monroe Hall,Monroe Hall,UVA MONROE HALL               ,Monroe Hall,1,4,6,24,4033,On-Grounds,0.6,290.37,1.73,032820-00
4/1/18,5262,April,2018,4FL,FL,Slaughter Rec Center,Slaughter Rec. Center,UVA SLAUGHTER REC CENTER      ,Slaughter Rec. Center,1,4,1,4,4033,IM-Rec,0.1,290.37,0.29,032820-00
4/1/18,583,April,2018,4FL,FL,Mat Mgmt Storage P&T,Mat Mgmt Storage P&T,UVA MAT MGMT STORAGE P&T      ,Mat Mgmt Storage P&T,1,4,1,4,4033,Maintenance,0.1,290.37,0.29,032820-00
4/1/18,421,April,2018,4FL,FL,Madison Hall,Madison Hall,UVA MADISON HALL              ,Madison Hall,1,4,2,8,4033,On-Grounds,0.2,290.37,0.58,032820-00
4/1/18,603,April,2018,6FL,FL,Faulkner Miller Ctr,Faulkner Miller Court,UVA FAULKNER MILLER CTR       ,Faulkner Miller Court,1,6,1,6,4033,Off-Grounds,0.15,290.37,0.43,032820-00
4/1/18,1994,April,2018,8FL,FL,1222 Jpa,1222 JPA,UVA 1222 JPA                  ,1222 JPA,1,8,6,48,4033,Clinical MSW,1.19,290.37,3.46,032820-00
4/1/18,2801,April,2018,8FL,FL,Copeley Apts 210 Seymour,Copeley Apartments,UVA COPELY SEYMOUR 210        ,Copeley Apartments,1,8,1,8,4033,Housing,0.2,290.37,0.58,032820-00
4/1/18,256,April,2018,8FC,FL,Chemistry Building,Chemistry Building,UVA CHEMISTRY                 ,Chemistry Building,1,24,6,144,4033,On-Grounds,3.57,290.37,10.37,032820-00
4/1/18,3760,April,2018,8FL,FL,Ray C Hunt 500,Ray C Hunt,UVA RAY C HUNT 500            ,Ray C Hunt,1,8,3,24,4033,Clinical MSW,0.6,290.37,1.73,032820-00
4/1/18,2336,April,2018,2FL,FL,Mimosa Ct 138,Mimosa Court,UVA MIMOSA CT 138             ,Mimosa Court,1,2,3,6,4033,Housing,0.15,290.37,0.43,032820-00
4/1/18,290,April,2018,4FL,FL,Student Activities Building,Student Activities Building,UVA STUDENT ACTIVITIES BUILDIN,Student Activities Building,1,4,2,8,4033,On-Grounds,0.2,290.37,0.58,032820-00
4/1/18,334,April,2018,4FL,FL,Reactor Building,Reactor Building,UVA REACTOR                   ,Reactor Building,1,4,1,4,4033,Off-Grounds,0.1,290.37,0.29,032820-00
4/1/18,,April,2018,4FL,FL,KCRC Commonwealth Court,KCRC Commonwealth Court,UVA KCRC COMMONWEALTH COURT   ,KCRC Commonwealth Court,1,4,1,4,4033,Off-Grounds,0.1,290.37,0.29,032820-00
4/1/18,2828,April,2018,4FL,FL,Copeley Apts 406 Farrish,Copeley Apartments,UVA COPELEY APTS 406 FARRISH  ,Copeley Apartments,1,4,1,4,4033,Housing,0.1,290.37,0.29,032820-00
4/1/18,596,April,2018,4FL,FL,Printing Service Center,Printing Service Center,UVA PRINTING SERVICE CENTER   ,Printing Service Center,1,4,2,8,4033,Off-Grounds,0.2,290.37,0.58,032820-00
4/1/18,800,April,2018,4FL,FL,Copeley Child Care Center,Copeley Child Care Center,UVA COPELEY CHILD CARE CENTER ,Copeley Child Care Center,1,4,2,8,4033,Off-Grounds,0.2,290.37,0.58,032820-00
4/1/18,407,April,2018,4FL,FL,Bayly Museum,Bayly Museum,UVA BAYLY MUSEUM              ,Bayly Museum,1,4,3,12,4033,On-Grounds,0.3,290.37,0.86,032820-00
4/1/18,3579,April,2018,6FL,FL,Piedmont Center,Piedmont Center,UVA PIEDMONT CENTER           ,Piedmont Center,1,6,3,18,4033,Off-Grounds,0.45,290.37,1.3,032820-00
4/1/18,559,April,2018,4FL,FL,Sponsors Hall Dining,Sponsor's Hall Dining,UVA SPONSORS HALL DINING      ,Sponsor's Hall Dining,1,4,5,20,4033,Darden,0.5,290.37,1.44,032820-00
4/1/18,67,April,2018,4FL,FL,Halsey Hall,Halsey Hall,UVA HALSEY HALL               ,Halsey Hall,1,4,6,24,4033,On-Grounds,0.6,290.37,1.73,032820-00
4/1/18,2808,April,2018,6FL,FL,Copeley Apts 475 Seymour,Copeley Apartments,UVA COPELEY APTS 475 SEYMOUR  ,Copeley Apartments,1,6,1,6,4033,Housing,0.15,290.37,0.43,032820-00
4/1/18,2809,April,2018,6FL,FL,Copeley Apts 510 Seymour,Copeley Apartments,UVA COPELEY APTS 510 SEYMOUR  ,Copeley Apartments,1,6,1,6,4033,Housing,0.15,290.37,0.43,032820-00
4/1/18,207,April,2018,2FL,FL,Zehmer Hall,Zehmer Hall,UVA ZEHMER HALL               ,Zehmer Hall,1,2,3,6,4033,Off-Grounds,0.15,290.37,0.43,032820-00
4/1/18,2813,April,2018,6FL,FL,Copeley Apts 520 Seymour,Copeley Apartments,UVA COPELEY APTS 520 SEYMOUR  ,Copeley Apartments,1,6,1,6,4033,Housing,0.15,290.37,0.43,032820-00
4/1/18,255,April,2018,6FL,FL,Fac Mgmt Cabinet Shop,Facilities Mgmt Cabinet Shop,UVA FAC MGMT CABINET SHOP     ,Facilities Mgmt Cabinet Shop,1,6,3,18,4033,Maintenance,0.45,290.37,1.3,032820-00
4/1/18,580,April,2018,6FL,FL,Carruthers Hall North,Carruthers Hall,UVA CARRUTHERS HALL NORTH     ,Carruthers Hall,1,6,2,12,4033,Off-Grounds,0.3,290.37,0.86,032820-00
4/1/18,5535,April,2018,6FL,FL,The Park,The Park,UVA THE PARK - SUPPORT FACILIT,The Park,1,6,2,12,4033,IM-Rec,0.3,290.37,0.86,032820-00
4/1/18,440,April,2018,8FL,FL,Ruffin Hall,Ruffin Hall,UVA RUFFIN HALL               ,Ruffin Hall,1,8,3,24,4033,On-Grounds,0.6,290.37,1.73,032820-00
4/1/18,528,April,2018,8FL,FL,Slaughter Hall,Slaughter Hall,UVA SLAUGHTER HALL            ,Slaughter Hall,1,8,2,16,4033,Law School,0.4,290.37,1.15,032820-00
4/1/18,2078,April,2018,6FL,FL,Tucker/Brown College,Tucker/Brown College,UVA TUCKER/BROWN COLLEGE      ,Tucker/Brown College,1,6,3,18,4033,Housing,0.45,290.37,1.3,032820-00
4/1/18,5087,April,2018,6FL,FL,Memorial Gymnasium,Memorial Gymnasium,UVA MEMORIAL GYMNASIUM        ,Memorial Gymnasium,1,6,3,18,4033,IM-Rec,0.45,290.37,1.3,032820-00
4/1/18,204,April,2018,4FL,FL,Thornton Hall,Thornton Hall,UVA THORNTON HALL             ,Thornton Hall,1,4,4,16,4033,On-Grounds,0.4,290.37,1.15,032820-00
4/1/18,202,April,2018,6FL,FL,Olsson Hall,Olsson Hall,UVA OLLSON HALL               ,Olsson Hall,1,6,5,30,4033,On-Grounds,0.74,290.37,2.16,032820-00
4/1/18,3432,April,2018,6FL,FL,Alumni Hall,Alumni Hall,UVA ALUMNI HALL               ,Alumni Hall,1,6,6,36,4033,On-Grounds,0.89,290.37,2.59,032820-00
4/1/18,125,April,2018,6FL,FL,Bookstore/Central Grounds,Bookstore/Central Grounds,UVA BOOKSTORE/CENTRAL GROUNDS ,Bookstore/Central Grounds,1,6,6,36,4033,On-Grounds,0.89,290.37,2.59,032820-00
4/1/18,553,April,2018,8FC,FL,Darden School,Darden School,UVA DARDEN SCHOOL             ,Darden School,1,24,5,120,4033,Darden,2.98,290.37,8.64,032820-00
4/1/18,252,April,2018,8FL,FL,Astronomy Building,Astronomy Building,UVA ASTRONOMY BUILDING        ,Astronomy Building,1,8,1,8,4033,On-Grounds,0.2,290.37,0.58,032820-00
4/1/18,3656,April,2018,6FL,FL,2400 Old Ivy Road,2400 Old Ivy Road,UVA 2400 OLD IVY ROAD         ,2400 Old Ivy Road,1,6,1,6,4033,Off-Grounds,0.15,290.37,0.43,032820-00
4/1/18,356,April,2018,2FL,FL,High Energy Lab,High Energy Lab,UVA HIGH ENERGY PHYSICS LAB   ,High Energy Lab,1,2,1,2,4033,On-Grounds,0.05,290.37,0.14,032820-00
4/1/18,321,April,2018,2FL,FL,Aerospace Research Lab,Aerospace Research Lab,UVA AEROSPACE RESEARCH LABORAT,Aerospace Research Lab,1,2,1,2,4033,Off-Grounds,0.05,290.37,0.14,032820-00
4/1/18,228,April,2018,8FL,FL,Fac Mgt 8 Yd,Facilities Mgt 8 Yd,UVA FAC MGT 8 YD              ,Facilities Mgt 8 Yd,1,8,3,24,4033,Maintenance,0.6,290.37,1.73,032820-00
4/1/18,1985,April,2018,8FL,FL,Stacey Hall,Stacey Hall,UVA STACEY HALL               ,Stacey Hall,1,8,3,24,4033,On-Grounds,0.6,290.37,1.73,032820-00
4/1/18,3711,April,2018,8FL,FL,Northridge,Northridge,UVA NORTHRIDGE                ,Northridge,1,8,3,24,4033,Clinical MSW,0.6,290.37,1.73,032820-00
4/1/18,1157,April,2018,2FL,FL,Mr4 West,MR4  ,UVA MR4 WEST                  ,MR4  ,1,2,6,12,4033,Clinical MSW,0.3,290.37,0.86,032820-00
4/1/18,1697,April,2018,2FL,FL,Moser Radiation Therapy Ce,Moser Radiation Therapy,UVA MOSER RADIATION THERAPY CE,Moser Radiation Therapy,1,2,1,2,4033,Clinical MSW,0.05,290.37,0.14,032820-00
4/1/18,3708,April,2018,8FL,FL,Outpatient Surg Ctr,Outpatient Surgery Center,UVA OUTPATIENT SURG CTR       ,Outpatient Surgery Center,1,8,3,24,4033,Clinical MSW,0.6,290.37,1.73,032820-00
4/1/18,1155,April,2018,10F,FL,Mr5,MR5  ,UVA MR5                       ,MR5  ,1,10,6,60,4033,Clinical MSW,1.49,290.37,4.32,032820-00
4/1/18,3714,April,2018,10F,FL,Transitional Care Hospital,Transitional Care Hospital,UVA TRANSITIONAL CARE HOSPITAL,Transitional Care Hospital,1,10,6,60,4033,Clinical MSW,1.49,290.37,4.32,032820-00
4/1/18,3714,April,2018,10F,FL,Transitional Care Hospital,Transitional Care Hospital,UVA TRANSITIONAL CARE HOSPITAL,Transitional Care Hospital,1,10,6,60,4033,Clinical MSW,1.49,290.37,4.32,032820-00
4/1/18,1157,April,2018,8FL,FL,Mr4,MR4  ,UVA MR4                       ,MR4  ,1,8,3,24,4033,Clinical MSW,0.6,290.37,1.73,032820-00
4/1/18,1181,April,2018,8FL,FL,Old Medical School,Old Medical School,UVA OLD MEDICAL SCHOOL        ,Old Medical School,1,8,5,40,4033,Clinical MSW,0.99,290.37,2.88,032820-00
4/1/18,1161,April,2018,8FL,FL,Mr6,MR6,UVA MR6                       ,MR6,1,8,4,32,4033,Clinical MSW,0.79,290.37,2.3,032820-00
4/1/18,1142,April,2018,8FL,FL,Pinn Hall,Jordan/Pinn Hall,UVA PINN HALL                 ,Jordan/Pinn Hall,2,8,6,96,4033,Clinical MSW,2.38,290.37,6.91,032820-00
4/1/18,1142,April,2018,8FL,FL,Pinn Hall Annex,Jordan/Pinn Hall,UVA PINN HALL ANNEX           ,Jordan/Pinn Hall,1,8,5,40,4033,Clinical MSW,0.99,290.37,2.88,032820-00
4/1/18,1760,April,2018,8FL,FL,Ray C Hunt 480,Ray C Hunt,UVA RAY C HUNT 480            ,Ray C Hunt,1,8,3,24,4033,Clinical MSW,0.6,290.37,1.73,032820-00
4/1/18,3761,April,2018,8FL,FL,Ray C Hunt 450,Ray C Hunt,UVA RAY C HUNT 450            ,Ray C Hunt,1,8,6,48,4033,Clinical MSW,1.19,290.37,3.46,032820-00
4/1/18,1756,April,2018,8FL,FL,Ray C Hunt 545,Ray C Hunt,UVA RAY C HUNT 545            ,Ray C Hunt,1,8,3,24,4033,Clinical MSW,0.6,290.37,1.73,032820-00
4/1/18,1600,April,2018,6FL,FL,KCRC,KCRC,UVA KCRC                      ,KCRC,1,6,1,6,4033,Off-Grounds,0.15,290.37,0.43,032820-00
4/1/18,131,April,2018,6FL,FL,Elson Student Health,Elson Student Health,UVA ELSON STUDENT HEALTH      ,Elson Student Health,1,6,3,18,4033,Clinical MSW,0.45,290.37,1.3,032820-00
4/1/18,1194,April,2018,2FL,FL,Cobb Hall,Cobb Hall,UVA COBB HALL                 ,Cobb Hall,1,2,5,10,4033,On-Grounds,0.25,290.37,0.72,032820-00
4/1/18,2213,April,2018,8FL,FL,Humphreys & Echols,Humphreys & Echols,UVA HUMPRHREYS & ECHOLS       ,Humphreys & Echols,2,8,6,96,4033,Housing,2.38,290.37,6.91,032820-00
4/1/18,532,April,2018,8FL,FL,JAG School,JAG School,UVA JAG SCHOOL                ,JAG School,1,8,5,40,4033,JAG School,0.99,290.37,2.88,032820-00
4/1/18,534,April,2018,8FL,FL,JAG School Addition,JAG School,UVA JAG SCHOOL ADDITION       ,JAG School,1,8,1,8,4033,JAG School,0.2,290.37,0.58,032820-00
4/1/18,2427,April,2018,8FL,FL,Mary Munford Hall,Mary Munford Hall,UVA MARY MUNFORD HALL         ,Mary Munford Hall,1,8,6,48,4033,Housing,1.19,290.37,3.46,032820-00
4/1/18,396,April,2018,8FL,FL,Runk Dining,Runk Dining,UVA RUNK DINING               ,Runk Dining,1,8,6,48,4033,Aramark,1.19,290.37,3.46,032820-00
4/1/18,2215,April,2018,8FL,FL,Metcalf/Lefevre House,Metcalf/Lefevre House,UVA METCALF LEFEVRE HOUSE     ,Metcalf/Lefevre House,1,8,6,48,4033,Housing,1.19,290.37,3.46,032820-00
4/1/18,57,April,2018,8FL,FL,Robertson Hall,Robertson Hall,UVA ROBERTSON HALL            ,Robertson Hall,1,8,5,40,4033,On-Grounds,0.99,290.37,2.88,032820-00
4/1/18,2370,April,2018,8FL,FL,Watson-Webb Dorms,Watson-Webb Dorms,UVA WATSON-WEBB DORMS         ,Watson-Webb Dorms,1,8,6,48,4033,Housing,1.19,290.37,3.46,032820-00
4/1/18,531,April,2018,8FL,FL,Cafe N @ Law School,CafÃÂÃÂ© N. @ Law School,UVA CAFE N @ LAW SCHOOL       ,CafÃÂÃÂ© N. @ Law School,1,8,6,48,4033,Aramark,1.19,290.37,3.46,032820-00
4/1/18,556,April,2018,8FL,FL,Sponsor's Hall,Sponsor's Hall,UVA SPONSORS HALL             ,Sponsor's Hall,1,8,1,8,4033,Darden,0.2,290.37,0.58,032820-00
4/1/18,3755,April,2018,8FL,FL,Ray C Hunt 415,Ray C Hunt,UVA RAY C HUNT 415            ,Ray C Hunt,1,8,5,40,4033,Clinical MSW,0.99,290.37,2.88,032820-00
4/1/18,2805,April,2018,4FL,FL,Copeley Apts 443 Seymour,Copeley Apartments,UVA COPELEY APTS 443 SEYMOUR  ,Copeley Apartments,1,4,1,4,4033,Housing,0.1,290.37,0.29,032820-00
4/1/18,,April,2018,T96,FL,Duke House/Sunnyside,Duke House,UVA DUKE HOUSE/SUNNYSIDE      ,Duke House,1,0.5,1,0.5,4033,Housing,0.01,290.37,0.04,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,5.01,5.01,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.04,6.04,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,5.25,5.25,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.02,6.02,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,3.81,3.81,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.69,6.69,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,5.9,5.9,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,4.23,4.23,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,5.9,5.9,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,5.08,5.08,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.67,6.67,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6,6,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,5.9,5.9,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.68,6.68,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,7.22,7.22,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,5.72,5.72,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,5.12,5.12,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.43,6.43,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,4.24,4.24,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,3.84,3.84,032820-00
4/1/18,,April,2018,RO,RO,Battle Building,Battle Building,UVA BATTLE BUILDING,Battle Building,1,15,1,15,,Clinical MSW,100,2.38,2.38,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,5.86,5.86,032820-00
4/1/18,,April,2018,RO,RO,Battle Building,Battle Building,UVA BATTLE BUILDING,Battle Building,1,15,1,15,,Clinical MSW,100,4.16,4.16,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,5.85,5.85,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,4.56,4.56,032820-00
4/1/18,,April,2018,RO,RO,Emily Couric Cancer Center,Emily Couric Cancer Center,UVA EMILY COURIC CANCER CENTER,Emily Couric Cancer Center,1,34,1,34,,Clinical MSW,100,5.61,5.61,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,34,1,34,,RMW,100,6.67,6.67,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,34,1,34,,RMW,100,3.61,3.61,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,34,1,34,,RMW,100,6.33,6.33,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,34,1,34,,RMW,100,6.33,6.33,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,34,1,34,,RMW,100,5.21,5.21,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,34,1,34,,RMW,100,6.01,6.01,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,34,1,34,,RMW,100,6.55,6.55,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.96,6.96,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,5.1,5.1,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,5.34,5.34,032820-00
